end_date,title,start_time,end_time,start_date,location
"9 
                          October
                          2017",Dubrovnik 7th International Education Fair (Croatia),09:00am,02:00pm,"9 
                          October
                          2017","Hotel Excelsior Ul. Frana Supila 12, 20000, Dubrovnik, Croatia"
"9 
                          October
                          2017",Lyon Road Show Day 1 (France),11:00am,03:00pm,"9 
                          October
                          2017","Les Chartreux 58, rue Pierre Dupont 69283 Lyon"
"3 
                          October
                          2017",Santo Domingo GREAT Universities Fair (Dominican Republic),02:30pm,08:00pm,"3 
                          October
                          2017",Hotel JW Marriott - Piantini Room
"5 
                          October
                          2017",User Experiences of Public Law Cases in the Family Courts,12:00pm,01:00pm,"5 
                          October
                          2017","C205, College Building, Middlesex University, The Burroughs, London, NW4 4BT"
"6 
                          October
                          2017",Zagreb 7th International Education Fair Day 1 (Croatia),10:00am,04:00pm,"6 
                          October
                          2017","Hotel Sheraton Ul. kneza Borne 2, 10000, Zagreb, Croatia"
"17 
                          October
                          2017",Arizona Maricopa Community College Transfer fair (USA),10:30am,01:00pm,"17 
                          October
                          2017","GateWay Community College 108 N. 40th Street Phoenix, AZ 85034 GW Lawn, USA"
"7 
                          October
                          2017",Bucharest RIUF Day 1 (Romania),09:30am,05:00pm,"7 
                          October
                          2017","Sala Palatului, Strada Ion Câmpineanu 28, București 010039, Romania"
"25 
                          October
                          2017",Arizona Maricopa Community College Transfer fair - South Mountain Community College (USA),10:00am,01:00pm,"25 
                          October
                          2017","South Mountain Community College 7050 S. 24th St. Phoenix, AZ 85042"
"30 
                          September
                          2017",Sofia World Education Fair Day 1 (Bulgaria),08:00am,03:00pm,"30 
                          September
                          2017","Sofia Hotel Balkan, 5 Sveta Nedelya square, 1000 Sofia, Bulgaria"
"1 
                          October
                          2017",Sao Paulo Salao do Estudante Day 1 (Brazil),02:00pm,07:00pm,"30 
                          September
                          2017",Tivoli São Paulo Mofarrej
"31 
                          October
                          2017",Brno Gaudeamus Fair Day 1 (Czech Republic),08:00am,04:00pm,"31 
                          October
                          2017","Brno Exhibition Center Halls G1 and G2 Výstaviště 405/1, 603 00 Brno-střed, Czechia Time"
"8 
                          October
                          2017",Bucharest RIUF Day 2 (Romania),09:30am,04:00pm,"8 
                          October
                          2017","Sala Palatului, Strada Ion Câmpineanu 28, București 010039, Romania"
"30 
                          September
                          2017",Penang Tenby International Career Convention (Malaysia),05:00am,10:00am,"30 
                          September
                          2017","Tenby Schools, No. 2, Lintang Lembah Permai 1, Tanjung Tokong, 11200 Penang, Pulau Pinang, Malaysia."
